ticker,facility_id,facility_name,state,naics,share,co2e_t,parent_company
AAPL,1010469,United Refining Company Subpart MM,PA,324110,1.0,10146173.0,RED APPLE GROUP INC (100%)
GOOGL,1011082,Ivanpah Solar Electric Generating Facility,CA,221114,0.281,56418.04,NRG ENERGY INC (50.1%); ALPHABET INC (28.1%); BRIGHTSOURCE ENERGY INC (21.8%)
DIS,1007870,Reedy Creek Improvement District/Walt Disney World Resort,FL,713110,0.99,219040.326,THE WALT DISNEY CO (99%); REEDY CREEK IMPROVEMENT DISTRICT (1%)
DUK,1000908,W S Lee,SC,221112,1.0,2338386.872,DUKE ENERGY CORP (100%)
DUK,1000906,H B Robinson / Darlington Electric Power Plant,SC,221112,1.0,16494.894,DUKE ENERGY CORP (100%)
DUK,1000107,Osprey Energy Center,FL,221112,1.0,847667.108,DUKE ENERGY CORP (100%)
DUK,1001049,Mayo Electric Generating Plant,NC,221112,1.0,1369520.38,DUKE ENERGY CORP (100%)
DUK,1001188,Intercession City Power Plant,FL,221112,1.0,211060.20200000002,DUKE ENERGY CORP (100%)
DUK,1000833,Dan River,NC,221112,1.0,1470088.6039999998,DUKE ENERGY CORP (100%)
DUK,1000829,W H Weatherspoon Steam Electric Plant,NC,221112,1.0,,DUKE ENERGY CORP (100%)
DUK,1009540,Duke Energy Power Delivery Midwest,OH,221121,1.0,8368.7628,DUKE ENERGY CORP (100%)
DUK,1001371,Wheatland Generating Facility LLC,IN,221112,1.0,64437.212,DUKE ENERGY CORP (100%)
DUK,1014615,Duke Energy Indiana CHP at Purdue University,IN,221112,1.0,75932.164,DUKE ENERGY CORP (100%)
DUK,1000835,Riverbend,NC,221112,1.0,,DUKE ENERGY CORP (100%);
DUK,1001583,Piedmont Natural Gas - North Carolina,NC,221210,1.0,26491299.592,DUKE ENERGY CORP (100%)
DUK,1013805,Clemson CHP,SC,221330,1.0,66215.5,DUKE ENERGY CORP (100%)
DUK,1001543,R Gallagher,IN,221112,1.0,,DUKE ENERGY CORP (100%)
DUK,1001112,Hines Energy Complex,FL,221112,1.0,4241786.628,DUKE ENERGY CORP (100%)
DUK,1007180,Asheville Steam Electric Plant,NC,221112,1.0,1455027.4400000002,DUKE ENERGY CORP (100%)
DUK,1000831,Buck,NC,221112,1.0,1570968.456,DUKE ENERGY CORP (100%)
DUK,1001187,Belews Creek,NC,221112,1.0,5584207.896,DUKE ENERGY CORP (100%)
DUK,1001489,P L Bartow Power Plant,FL,221112,1.0,2699795.332,DUKE ENERGY CORP (100%)
DUK,1001006,East Bend,KY,221112,1.0,2494124.2399999998,DUKE ENERGY CORP (100%)
DUK,1001540,Cayuga,IN,221112,1.0,4188339.98,DUKE ENERGY CORP (100%)
DUK,1000402,University of Florida Cogeneration Plant,FL,221112,1.0,203558.444,DUKE ENERGY CORP (100%)
DUK,1007378,Wabash River Gen Station,IN,221112,0.72,,DUKE ENERGY CORP (72%); WABASH VALLEY POWER ASSOC (28%)
DUK,1001109,Lincoln,NC,221112,1.0,19532.298,DUKE ENERGY CORP (100%)
DUK,1000786,H F Lee Steam Electric Plant,NC,221112,1.0,2637535.2199999997,DUKE ENERGY CORP (100%)
DUK,1001322,Rockingham County Combustion Turbine,NC,221112,1.0,456149.396,DUKE ENERGY CORP (100%)
DUK,1001541,Edwardsport,IN,221112,1.0,2815763.776,DUKE ENERGY CORP (100%)
DUK,1001085,Woodsdale,OH,221112,1.0,182344.76799999998,DUKE ENERGY CORP (100%)
DUK,1009537,T&D FLORIDA,FL,221112,1.0,2683.7196,DUKE ENERGY CORP (100%)
DUK,1000787,Roxboro Steam Electric Plant,NC,221112,1.0,4122411.542,DUKE ENERGY CORP (100%)
DUK,1001137,Tiger Bay Cogeneration Facility,FL,221112,1.0,442006.61199999996,DUKE ENERGY CORP (100%)
DUK,1005857,Piedmont Natural Gas - Tennessee,NC,221210,1.0,1647369.2,DUKE ENERGY CORP (100%)
DUK,1001582,Piedmont Natural Gas - South Carolina,NC,221210,1.0,3584228.7,DUKE ENERGY CORP (100%)
DUK,1001319,"Duke Energy Vermillion, II LLC",IN,221112,0.625,395166.476,DUKE ENERGY CORP (62.5%); WABASH VALLEY POWER ASSOC (37.5%)
DUK,1000785,Cape Fear Steam Electric Plant,NC,221112,1.0,82993.284,DUKE ENERGY CORP (100%)
DUK,1000830,G G Allen,NC,221112,1.0,141042.74,DUKE ENERGY CORP (100%)
DUK,1001014,DeBary Power Plant,FL,221112,1.0,83352.654,DUKE ENERGY CORP (100%)
DUK,1001490,Suwannee River Power Plant,FL,221112,1.0,30858.636000000002,DUKE ENERGY CORP (100%)
DUK,1001487,Crystal River Power Plant,FL,221112,1.0,8392686.334,DUKE ENERGY CORP (100%)
DUK,1001150,Richmond County Combustion Turbine Plant,NC,221112,1.0,3485840.006,DUKE ENERGY CORP (100%)
DUK,1001030,Gibson,IN,221112,0.9011,8268672.152,DUKE ENERGY CORP (90.11%); WABASH VALLEY POWER ASSOC (4.95%); INDIANA MUNICIPAL POWER AGENCY (4.94%)
DUK,1000834,Marshall,NC,221112,1.0,5154520.467999999,DUKE ENERGY CORP (100%)
DUK,1007246,Anclote Power Plant,FL,221112,1.0,1149386.94,DUKE ENERGY CORP (100%)
DUK,1001318,Madison Generating Station,OH,221112,1.0,634516.596,DUKE ENERGY CORP (100%)
DUK,1000828,L V Sutton Steam Electric Plant,NC,221112,1.0,1495648.7079999999,DUKE ENERGY CORP (100%)
DUK,1001738,Duke Energy Kentucky Gas Operation,OH,221210,1.0,689859.75,DUKE ENERGY CORP (100%)
DUK,1000832,Cliffside,NC,221112,1.0,3711093.676,DUKE ENERGY CORP (100%)
DUK,1000163,Mill Creek Combustion Turbine Sta,SC,221112,1.0,29422.172,DUKE ENERGY CORP (100%)
DUK,1007373,G E Turner Power Plant,FL,221112,1.0,,DUKE ENERGY CORP (100%)
DUK,1000840,Walter C Beckjord Generating Station,OH,221112,0.804,,DUKE ENERGY CORP (80.4%); AEP GENERATION RESOURCES INC (3.9%); THE DAYTON POWER & LIGHT CO (15.7%)
DUK,1002687,Duke Energy Ohio Gas Operation,OH,221210,1.0,3835937.1,DUKE ENERGY CORP (100%)
DUK,1001542,Noblesville,IN,221112,1.0,513412.848,DUKE ENERGY CORP (100%)
DUK,1009685,Duke Energy Power Delivery Carolinas,NC,221121,1.0,143337.4668,DUKE ENERGY CORP (100%)
DUK,1001145,Henry County Generating Station,IN,221112,1.0,141591.276,DUKE ENERGY CORP (100%)
NEE,1013499,Gulf Power Company Transmission and Distribution,FL,221121,1.0,,NEXTERA ENERGY INC (100%)
NEE,1007255,Manatee,FL,221112,1.0,2422837.1520000002,NEXTERA ENERGY INC (100%)
NEE,1013640,Okeechobee Clean Energy Center,FL,221112,1.0,3813083.944,NEXTERA ENERGY INC (100%)
NEE,1007317,Stanton A,FL,221112,1.0,1331142.564,NEXTERA ENERGY INC (100%)
NEE,1007370,Daniel Electric Generating Plant,MS,221112,0.25,5076457.858,THE SOUTHERN CO (75%); NEXTERA ENERGY INC (25%)
NEE,1001485,Riviera,FL,221112,1.0,2510228.488,NEXTERA ENERGY INC (100%)
NEE,1013722,Ponderosa Gathering LLC,TX,486210,1.0,122944.016,NEXTERA ENERGY INC (100%)
NEE,1004229,Florida City Gas,FL,221210,1.0,,NEXTERA ENERGY INC (100%)
NEE,1007159,Turkey Point,FL,221112,1.0,2447576.064,NEXTERA ENERGY INC (100%)
NEE,1013100,"Trinity Operating USG, LLC - Arkoma (Basin 345)",TX,211130,1.0,43420.7,NEXTERA ENERGY INC (100%)
NEE,1003060,FPL Transmission and Distribution System,FL,221121,1.0,8924.6496,NEXTERA ENERGY INC (100%)
NEE,1006808,Oleander Power Project,FL,221112,1.0,217058.986,NEXTERA ENERGY INC (100%)
NEE,1013922,"Trinity Operating (USG), LLC - Arkla Basin (230)",TX,211130,1.0,79047.514,NEXTERA ENERGY INC (100%)
NEE,1002500,PEA RIDGE,FL,221112,1.0,92555.952,NEXTERA ENERGY INC (100%)
NEE,1001615,William F Wyman,ME,221112,1.0,52726.078,NEXTERA ENERGY INC (100%)
NEE,1003617,Luz Solar Partners III - VII,CA,221114,0.44966,,FORTRESS INVESTMENT GROUP (49.33%); NEXTERA ENERGY INC (44.966%); EXELON CORP (2.434%); EXELON CORP (1.768%)
NEE,1001207,Bellingham,MA,221112,1.0,47720.113999999994,NEXTERA ENERGY INC (100%)
NEE,1013354,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",TX,211120,1.0,197365.65399999998,NEXTERA ENERGY INC (100%)
NEE,1007171,West County Energy Center,FL,221112,1.0,7147923.976,NEXTERA ENERGY INC (100%)
NEE,1001484,Port Everglades,FL,221112,1.0,2027489.322,NEXTERA ENERGY INC (100%)
NEE,1001491,Lansing Smith Generating Plant,FL,221112,1.0,1602400.96,NEXTERA ENERGY INC (100%)
NEE,1001051,Scherer,GA,221112,0.0833,7612538.87,NEXTERA ENERGY INC (8.33%); OGLETHORPE POWER CORP (40%); THE SOUTHERN CO (30.6%); MUNICIPAL ELECTRIC AUTHORITY OF GEORGIA (20.13%)
NEE,1007471,Lauderdale,FL,221112,1.0,2315109.988,NEXTERA ENERGY INC (100%)
NEE,1010316,"Lone Star Transmission, LLC",TX,221121,1.0,,NEXTERA ENERGY (100%)
NEE,1001483,Fort Myers,FL,221112,1.0,4127200.89,NEXTERA ENERGY INC (100%)
NEE,1012605,"Trinity Operating USG, LLC - Chautauqua Platform (Basin 355)",TX,211130,1.0,14668.474,NEXTERA ENERGY INC (100%)
NEE,1001013,Martin,FL,221112,1.0,3286219.308,NEXTERA ENERGY INC (100%)
NEE,1007650,Cape Canaveral,FL,221112,1.0,2522128.1840000004,NEXTERA ENERGY INC (100%)
NEE,1006702,Gulf Clean Energy Center,FL,221112,1.0,1507349.868,NEXTERA ENERGY INC (100%)
NEE,1006802,Sanford,FL,221112,1.0,3027145.88,NEXTERA ENERGY INC (100%)
SO,1001118,Robins,GA,221112,1.0,,SOUTHERN CO (100%);
SO,1010480,"SNG Station 4140 Reform, AL",AL,486210,0.5,,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1001153,Plant Rowan County,NC,221112,1.0,1676212.5839999998,THE SOUTHERN CO (100%)
SO,1001140,Theodore Cogeneration,AL,221112,1.0,748923.624,THE SOUTHERN CO (100%)
SO,1007432,Scholz Electric Generating Plant,FL,221112,1.0,,SOUTHERN CO (100%)
SO,1001763,Sambrito Compressor Station,CO,211130,0.51,,SOUTHERN UTE INDIAN TRIBE (51%); KINDER MORGAN INC (49%)
SO,1001015,Wansley (6052),GA,221112,0.72,,MUNICIPAL ELECTRIC AUTHORITY OF GEORGIA (9%); THE SOUTHERN CO (72%); OGLETHORPE POWER CORP (18%); CITY OF DALTON GEORGIA (1%)
SO,1004163,NICOR GAS,IL,221210,1.0,24070044.382,THE SOUTHERN CO (100%)
SO,1001414,E C Gaston,AL,221112,1.0,2996029.536,THE SOUTHERN CO (100%)
SO,1001135,Washington County Cogen (Olin),AL,221112,1.0,442377.61199999996,THE SOUTHERN CO (100%)
SO,1007370,Daniel Electric Generating Plant,MS,221112,0.75,5076457.858,THE SOUTHERN CO (75%); NEXTERA ENERGY INC (25%)
SO,1012439,Aka Energy LLC Denver Basin Gathering & Boosting,CO,486210,1.0,,SOUTHERN UTE INDIAN TRIBE (100%)
SO,1007098,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,MN,311313,1.0,523808.428,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE (100%)
SO,1004840,Milner Butte Landfill,ID,562212,1.0,46237.738,SOUTHERN IDAHO REGIONAL SOLID WASTE DISTRICT (100%)
SO,1001655,"SNG Station 5122 Franklinton, LA",LA,486210,0.5,28603.113999999998,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1008250,"SNG Station 5272 Thomaston, GA",GA,486210,0.5,33000.794,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1000566,Canyon Power Plant,CA,221112,1.0,58326.932,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (100%)
SO,1000068,Apex Generating Station,NV,221112,1.0,865093.544,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (100%)
SO,1001507,Harllee Branch,GA,221112,1.0,,SOUTHERN CO (100%)
SO,1002234,Southern Oklahoma Regional Disposal Landfill,OK,562212,1.0,73093.49799999999,SOUTHERN OKLAHOMA REGIONAL DISPOSAL INC (100%)
SO,1012015,Macon LNG,GA,221210,1.0,17460.09,THE SOUTHERN CO (100%)
SO,1001510,Mitchell (GA),GA,221112,1.0,,SOUTHERN CO (100%)
SO,1001175,E B Harris Generating Plant,AL,221112,1.0,2420044.832,THE SOUTHERN CO (100%)
SO,1010612,Wansley CC,GA,221112,1.0,3388643.992,THE SOUTHERN CO (100%)
SO,1012033,Cherokee LNG,GA,221210,1.0,18091.884,THE SOUTHERN CO (100%)
SO,1001413,Gorgas,AL,221112,1.0,,THE SOUTHERN CO (100%)
SO,1009338,"SNG Station 5245 Selma, AL",AL,486210,0.5,22742.924,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1001509,McManus,GA,221112,1.0,,SOUTHERN CO (100%);
SO,1006935,Red Hills Generation Facility,MS,221112,1.0,3159040.4839999997,THE SOUTHERN CO (100%)
SO,1000697,Sweatt Electric Generating Plant,MS,221112,1.0,400.3,THE SOUTHERN CO (100%)
SO,1000812,Calhoun Generating Facility,AL,221112,1.0,26958.396,THE SOUTHERN CO (100%)
SO,1008243,"SNG Station 5000 Shadyside, LA",LA,486210,0.5,,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1004180,Virginia Natural Gas,VA,221210,1.0,6075689.126000001,THE SOUTHERN CO (100%)
SO,1007572,Chattanoga Gas Company,TN,221210,1.0,738650.3,THE SOUTHERN CO (100%)
SO,1004322,Nicor Gas Ancona,IL,221210,1.0,30256.406000000003,THE SOUTHERN CO (100%)
SO,1000364,Greene County,AL,221112,1.0,801002.394,THE SOUTHERN CO (100%)
SO,1001508,Jack McDonough,GA,221112,1.0,6468268.932,THE SOUTHERN CO (100%)
SO,1001849,"SNG Station 5216 Bay Springs, MS",MS,486210,0.5,65477.218,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1001696,Highwood Generating Station,MT,221112,1.0,,SOUTHERN MONTANA ELECTRIC GENERATION & TRANSMISSION COOPERATIVE INC  (100%)
SO,1008652,Nicor Gas Troy Grove,IL,221210,1.0,18300.239999999998,THE SOUTHERN CO (100%)
SO,1011913,SWN Production (Louisiana),TX,211120,1.0,271880.238,GEOSOUTHERN ENERGY CORP (100%)
SO,1002572,NORFOLK SOUTHERN RAILWAY CO/JUNIATA LOCOMOTIVE SHOPS,PA,488210,1.0,,NORFOLK SOUTHERN RAILWAY CORP (100%)
SO,1001946,Coyote Gulch Treating Plant,CO,211111,0.51,,SOUTHERN UTE INDIAN TRIBE (51%); KINDER MORGAN INC (49%)
SO,1009585,Southern Company Transmission and Distribution,GA,221121,1.0,26719.7304,THE SOUTHERN CO (100%)
SO,1001947,Outlaw Compressor Station,CO,211111,0.51,,SOUTHERN UTE INDIAN TRIBE (51%); KINDER MORGAN (49%)
SO,1001412,Barry,AL,221112,1.0,5007385.069999999,THE SOUTHERN CO (100%)
SO,1008370,"SNG Station 5230 York, AL",AL,486210,0.5,38671.112,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1009206,"SNG Station 5267 Ellerslie, GA",GA,486210,0.5,,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1014665,"GEP HAYNESVILLE II, LLC - 230 - ARKLA BASIN",TX,211130,1.0,87470.206,GEOSOUTHERN ENERGY CORP (100%)
SO,1011983,Pump Canyon Compreesor Station,CO,211130,0.51,,SOUTHERN UTE INDIAN TRIBE (51%); KINDER MORGAN INC (49%)
SO,1007227,James H Miller Jr,AL,221112,0.9592,16558380.818,THE SOUTHERN CO (95.92%); POWERSOUTH ENERGY COOPERATIVE (4.08%)
SO,1001024,Sherburne County,MN,221112,0.1559,7177184.032000001,XCEL ENERGY INC (84.41%); SOUTHERN MINNESOTA MUNICIPAL POWER AGENCY (15.59%)
SO,1001392,Edward L Addison Generating Plant,GA,221112,1.0,122187.54000000001,THE SOUTHERN CO (100%)
SO,1012259,"Transmission Pipeline Facility, Southern Natural Gas Company, L.L.C.",TX,486210,0.5,115118.1,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1000696,Chevron Cogenerating Station,MS,221112,1.0,792226.382,THE SOUTHERN CO (100%)
SO,1012984,"Southern Energy Operating, LLC MidGulf Coast Basin",MS,211130,1.0,81582.48000000001,"Southern Energy Operating, LLC (100%)"
SO,1001511,Yates,GA,221112,1.0,1306893.408,THE SOUTHERN CO (100%)
SO,1010491,"SNG Station 5236 Gallion, AL",AL,486210,0.5,11252.369999999999,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1010949,David M Ratcliffe,MS,221112,1.0,1401440.0559999999,THE SOUTHERN CO (100%)
SO,1001857,"SNG Station 5130 Pearl River, MS",MS,486210,0.5,,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1001656,"SNG Station 5222 Enterprise, MS",MS,486210,0.5,92963.49200000001,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1008226,"SNG Station 5283 Hall Gate, GA",GA,486210,0.5,31742.904,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1001530,Marion,IL,221112,1.0,1047163.912,SOUTHERN ILLINOIS POWER COOPERATIVE (100%)
SO,1001760,Arkansas Loop & Simpson Treating Plants,CO,211130,0.51,333442.368,SOUTHERN UTE INDIAN TRIBE (51%); KINDER MORGAN INC (49%)
SO,1003896,Southern Ute Indian Tribe Utilities Division,CO,221210,1.0,,Southern Ute Indian Tribe Utilities Division (100%);
SO,1008249,"SNG Station 4152 Tarrant, AL",AL,486210,0.5,17574.046,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1009838,"Southern Hens, Inc.",MS,311615,1.0,32573.368,SOUTHERN HENS INC (100%)
SO,1005963,Red Willow Production Co.,CO,211130,1.0,122514.438,SOUTHERN UTE INDIAN TRIBE (100%)
SO,1001081,Southern Public Service Co.,WV,221210,1.0,,SOUTHERN PUBLIC SERVICE CO INC (100%)
SO,1001051,Scherer,GA,221112,0.306,7612538.87,NEXTERA ENERGY INC (8.33%); OGLETHORPE POWER CORP (40%); THE SOUTHERN CO (30.6%); MUNICIPAL ELECTRIC AUTHORITY OF GEORGIA (20.13%)
SO,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,CA,311313,1.0,66024.778,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE (100%)
SO,1000819,Central Alabama Generating Station,AL,221112,1.0,1918312.8399999999,THE SOUTHERN CO (100%)
SO,1012454,Red Willow San Juan Basin Gathering & Boosting,CO,211111,1.0,,SOUTHERN UTE INDIAN TRIBE (100%)
SO,1001927,"SNG Station 4310 Muldon Storage, MS",MS,486210,0.5,23359.122,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1000079,SOUTHERN ILLINOIS UNIVERSITY,IL,611310,1.0,121829.16200000001,SOUTHERN ILLINOIS UNIVERSITY SYSTEM (100%)
SO,1009889,"SNG Station 5288 Wrens, GA",GA,486210,0.5,,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1001759,Bondad Compressor Station,CO,211130,0.51,,SOUTHERN UTE INDIAN TRIBE (51%); KINDER MORGAN INC (49%)
SO,1001926,"SNG Station 5277 Ocmulgee, GA",GA,486210,0.5,62352.263999999996,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1009848,GeoSouthern Energy Corporation,TX,211130,1.0,109449.518,GEOSOUTHERN ENERGY CORP (100%)
SO,1001163,Plant H. Allen Franklin,AL,221112,1.0,5078422.232,THE SOUTHERN CO (100%)
SO,1006574,Kraft,GA,221112,1.0,,SOUTHERN CO (100%)
SO,1010492,"SNG Station 5259 Auburn, AL",AL,486210,0.5,37773.818,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1007872,Atlanta Gas Light Company,GA,221210,1.0,11749151.556,THE SOUTHERN CO (100%)
SO,1001654,"SNG Station 5211 Gwinville, MS",MS,486210,0.5,61719.14,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1009337,"SNG Station 4132 Louisville, MS",MS,486210,0.5,17882.4,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1000460,McIntosh Combined Cycle Facility,GA,221112,1.0,3478991.696,THE SOUTHERN CO (100%)
SO,1006519,South Ignacio CDP,CO,211130,1.0,,SOUTHERN UTE INDIAN TRIBE (100%)
SO,1000698,Watson Electric Generating Plant,MS,221112,1.0,1839378.232,THE SOUTHERN CO (100%)
SO,1001505,Bowen,GA,221112,1.0,10223192.838,THE SOUTHERN CO (100%)
SO,1002501,Powell Avenue Steam Plant,AL,221330,1.0,,SOUTHERN CO (100%);
SO,1000457,Magnolia,CA,221112,1.0,611157.036,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (100%)
SO,1001506,Hammond,GA,221112,1.0,,THE SOUTHERN CO (100%)
SO,1012686,Red Cedar Gathering San Juan Basin Gathering & Boosting,CO,486210,0.51,378041.15,SOUTHERN UTE INDIAN TRIBE (51%); KINDER MORGAN INC (49%)
SO,1009471,Southern Star-Welda Compressor Station,KS,486210,1.0,,Southern Star Acquisition Corp (100%)
SO,1001855,"SNG Station 5010 White Castle, LA",LA,486210,0.5,40289.579999999994,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1001031,McIntosh (6124),GA,221112,1.0,19304.451999999997,THE SOUTHERN CO (100%)
SO,1008458,"SNG Station 4165 DeArmanville, AL",AL,486210,0.5,12220.766000000001,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1007423,Gadsden,AL,221112,1.0,,THE SOUTHERN CO (100%)
SO,1000565,Cleveland County Generating Facility,NC,221112,1.0,356228.97400000005,THE SOUTHERN CO (100%)
SO,1001147,Dahlberg (Jackson County),GA,221112,1.0,170710.344,THE SOUTHERN CO (100%)
SO,1001852,"SNG Station 5110 Toca, LA",LA,486210,0.5,22922.584,KINDER MORGAN INC (50%); THE SOUTHERN CO (50%)
SO,1000172,Nacogdoches Power LLC,TX,221112,1.0,,SOUTHERN CO (100%)
