company,subgroup,spec_id,base,window,direction,normalizer,peerset,weighting,rank_pct
CO-05,G2,6,revenue,latest,change,percentile,subgroup,social_led,57.8947
CO-05,G2,6,revenue,latest,change,percentile,subgroup,finance_led,68.4211
CO-05,G2,7,revenue,latest,change,percentile,sector,equal,63.1579
CO-05,G2,7,revenue,latest,change,percentile,sector,env_led,63.1579
CO-05,G2,7,revenue,latest,change,percentile,sector,social_led,52.6316
CO-05,G2,7,revenue,latest,change,percentile,sector,finance_led,47.3684
CO-05,G2,8,revenue,latest,change,winsor_minmax,subgroup,equal,42.1053
CO-05,G2,8,revenue,latest,change,winsor_minmax,subgroup,env_led,36.8421
CO-05,G2,8,revenue,latest,change,winsor_minmax,subgroup,social_led,57.8947
CO-05,G2,8,revenue,latest,change,winsor_minmax,subgroup,finance_led,47.3684
CO-05,G2,9,revenue,latest,change,winsor_minmax,sector,equal,63.1579
CO-05,G2,9,revenue,latest,change,winsor_minmax,sector,env_led,57.8947
CO-05,G2,9,revenue,latest,change,winsor_minmax,sector,social_led,63.1579
CO-05,G2,9,revenue,latest,change,winsor_minmax,sector,finance_led,52.6316
CO-05,G2,10,revenue,latest,change,log_minmax,subgroup,equal,5.2632
CO-05,G2,10,revenue,latest,change,log_minmax,subgroup,env_led,5.2632
CO-05,G2,10,revenue,latest,change,log_minmax,subgroup,social_led,10.5263
CO-05,G2,10,revenue,latest,change,log_minmax,subgroup,finance_led,10.5263
CO-05,G2,11,revenue,latest,change,log_minmax,sector,equal,15.7895
CO-05,G2,11,revenue,latest,change,log_minmax,sector,env_led,15.7895
CO-05,G2,11,revenue,latest,change,log_minmax,sector,social_led,47.3684
CO-05,G2,11,revenue,latest,change,log_minmax,sector,finance_led,10.5263
CO-05,G2,12,revenue,mean3,level,percentile,subgroup,equal,52.6316
CO-05,G2,12,revenue,mean3,level,percentile,subgroup,env_led,52.6316
CO-05,G2,12,revenue,mean3,level,percentile,subgroup,social_led,52.6316
CO-05,G2,12,revenue,mean3,level,percentile,subgroup,finance_led,21.0526
CO-05,G2,13,revenue,mean3,level,percentile,sector,equal,57.8947
CO-05,G2,13,revenue,mean3,level,percentile,sector,env_led,63.1579
CO-05,G2,13,revenue,mean3,level,percentile,sector,social_led,52.6316
CO-05,G2,13,revenue,mean3,level,percentile,sector,finance_led,57.8947
CO-05,G2,14,revenue,mean3,level,winsor_minmax,subgroup,equal,63.1579
CO-05,G2,14,revenue,mean3,level,winsor_minmax,subgroup,env_led,63.1579
CO-05,G2,14,revenue,mean3,level,winsor_minmax,subgroup,social_led,52.6316
CO-05,G2,14,revenue,mean3,level,winsor_minmax,subgroup,finance_led,68.4211
CO-05,G2,15,revenue,mean3,level,winsor_minmax,sector,equal,63.1579
CO-05,G2,15,revenue,mean3,level,winsor_minmax,sector,env_led,63.1579
CO-05,G2,15,revenue,mean3,level,winsor_minmax,sector,social_led,57.8947
CO-05,G2,15,revenue,mean3,level,winsor_minmax,sector,finance_led,63.1579
CO-05,G2,16,revenue,mean3,level,log_minmax,subgroup,equal,63.1579
CO-05,G2,16,revenue,mean3,level,log_minmax,subgroup,env_led,68.4211
CO-05,G2,16,revenue,mean3,level,log_minmax,subgroup,social_led,63.1579
CO-05,G2,16,revenue,mean3,level,log_minmax,subgroup,finance_led,63.1579
CO-05,G2,17,revenue,mean3,level,log_minmax,sector,equal,63.1579
CO-05,G2,17,revenue,mean3,level,log_minmax,sector,env_led,63.1579
CO-05,G2,17,revenue,mean3,level,log_minmax,sector,social_led,57.8947
CO-05,G2,17,revenue,mean3,level,log_minmax,sector,finance_led,57.8947
CO-05,G2,18,revenue,mean3,change,percentile,subgroup,equal,63.1579
CO-05,G2,18,revenue,mean3,change,percentile,subgroup,env_led,63.1579
CO-05,G2,18,revenue,mean3,change,percentile,subgroup,social_led,68.4211
CO-05,G2,18,revenue,mean3,change,percentile,subgroup,finance_led,73.6842
CO-05,G2,19,revenue,mean3,change,percentile,sector,equal,73.6842
CO-05,G2,19,revenue,mean3,change,percentile,sector,env_led,73.6842
CO-05,G2,19,revenue,mean3,change,percentile,sector,social_led,68.4211
CO-05,G2,19,revenue,mean3,change,percentile,sector,finance_led,73.6842
CO-05,G2,20,revenue,mean3,change,winsor_minmax,subgroup,equal,68.4211
CO-05,G2,20,revenue,mean3,change,winsor_minmax,subgroup,env_led,68.4211
CO-05,G2,20,revenue,mean3,change,winsor_minmax,subgroup,social_led,68.4211
CO-05,G2,20,revenue,mean3,change,winsor_minmax,subgroup,finance_led,73.6842
CO-05,G2,21,revenue,mean3,change,winsor_minmax,sector,equal,73.6842
CO-05,G2,21,revenue,mean3,change,winsor_minmax,sector,env_led,73.6842
CO-05,G2,21,revenue,mean3,change,winsor_minmax,sector,social_led,57.8947
CO-05,G2,21,revenue,mean3,change,winsor_minmax,sector,finance_led,73.6842
CO-05,G2,22,revenue,mean3,change,log_minmax,subgroup,equal,57.8947
CO-05,G2,22,revenue,mean3,change,log_minmax,subgroup,env_led,63.1579
CO-05,G2,22,revenue,mean3,change,log_minmax,subgroup,social_led,63.1579
CO-05,G2,22,revenue,mean3,change,log_minmax,subgroup,finance_led,42.1053
CO-05,G2,23,revenue,mean3,change,log_minmax,sector,equal,47.3684
CO-05,G2,23,revenue,mean3,change,log_minmax,sector,env_led,63.1579
CO-05,G2,23,revenue,mean3,change,log_minmax,sector,social_led,36.8421
CO-05,G2,23,revenue,mean3,change,log_minmax,sector,finance_led,42.1053
CO-05,G2,24,volume,latest,level,percentile,subgroup,equal,57.8947
CO-05,G2,24,volume,latest,level,percentile,subgroup,env_led,42.1053
CO-05,G2,24,volume,latest,level,percentile,subgroup,social_led,68.4211
CO-05,G2,24,volume,latest,level,percentile,subgroup,finance_led,63.1579
CO-05,G2,25,volume,latest,level,percentile,sector,equal,73.6842
CO-05,G2,25,volume,latest,level,percentile,sector,env_led,63.1579
CO-05,G2,25,volume,latest,level,percentile,sector,social_led,89.4737
CO-05,G2,25,volume,latest,level,percentile,sector,finance_led,78.9474
CO-05,G2,26,volume,latest,level,winsor_minmax,subgroup,equal,68.4211
CO-05,G2,26,volume,latest,level,winsor_minmax,subgroup,env_led,52.6316
CO-05,G2,26,volume,latest,level,winsor_minmax,subgroup,social_led,89.4737
CO-05,G2,26,volume,latest,level,winsor_minmax,subgroup,finance_led,78.9474
CO-05,G2,27,volume,latest,level,winsor_minmax,sector,equal,84.2105
CO-05,G2,27,volume,latest,level,winsor_minmax,sector,env_led,68.4211
CO-05,G2,27,volume,latest,level,winsor_minmax,sector,social_led,94.7368
CO-05,G2,27,volume,latest,level,winsor_minmax,sector,finance_led,84.2105
CO-05,G2,28,volume,latest,level,log_minmax,subgroup,equal,68.4211
CO-05,G2,28,volume,latest,level,log_minmax,subgroup,env_led,52.6316
CO-05,G2,28,volume,latest,level,log_minmax,subgroup,social_led,68.4211
CO-05,G2,28,volume,latest,level,log_minmax,subgroup,finance_led,47.3684
CO-05,G2,29,volume,latest,level,log_minmax,sector,equal,73.6842
CO-05,G2,29,volume,latest,level,log_minmax,sector,env_led,73.6842
CO-05,G2,29,volume,latest,level,log_minmax,sector,social_led,78.9474
CO-05,G2,29,volume,latest,level,log_minmax,sector,finance_led,68.4211
CO-05,G2,30,volume,latest,change,percentile,subgroup,equal,73.6842
CO-05,G2,30,volume,latest,change,percentile,subgroup,env_led,73.6842
CO-05,G2,30,volume,latest,change,percentile,subgroup,social_led,68.4211
CO-05,G2,30,volume,latest,change,percentile,subgroup,finance_led,63.1579
CO-05,G2,31,volume,latest,change,percentile,sector,equal,68.4211
CO-05,G2,31,volume,latest,change,percentile,sector,env_led,73.6842
CO-05,G2,31,volume,latest,change,percentile,sector,social_led,73.6842
CO-05,G2,31,volume,latest,change,percentile,sector,finance_led,52.6316
CO-05,G2,32,volume,latest,change,winsor_minmax,subgroup,equal,47.3684
CO-05,G2,32,volume,latest,change,winsor_minmax,subgroup,env_led,42.1053
CO-05,G2,32,volume,latest,change,winsor_minmax,subgroup,social_led,47.3684
CO-05,G2,32,volume,latest,change,winsor_minmax,subgroup,finance_led,47.3684
CO-05,G2,33,volume,latest,change,winsor_minmax,sector,equal,47.3684
CO-05,G2,33,volume,latest,change,winsor_minmax,sector,env_led,52.6316
CO-05,G2,33,volume,latest,change,winsor_minmax,sector,social_led,63.1579
CO-05,G2,33,volume,latest,change,winsor_minmax,sector,finance_led,36.8421
CO-05,G2,34,volume,latest,change,log_minmax,subgroup,equal,15.7895
CO-05,G2,34,volume,latest,change,log_minmax,subgroup,env_led,10.5263
CO-05,G2,34,volume,latest,change,log_minmax,subgroup,social_led,15.7895
CO-05,G2,34,volume,latest,change,log_minmax,subgroup,finance_led,10.5263
CO-05,G2,35,volume,latest,change,log_minmax,sector,equal,15.7895
CO-05,G2,35,volume,latest,change,log_minmax,sector,env_led,15.7895
CO-05,G2,35,volume,latest,change,log_minmax,sector,social_led,47.3684
CO-05,G2,35,volume,latest,change,log_minmax,sector,finance_led,21.0526
CO-05,G2,36,volume,mean3,level,percentile,subgroup,equal,52.6316
CO-05,G2,36,volume,mean3,level,percentile,subgroup,env_led,42.1053
CO-05,G2,36,volume,mean3,level,percentile,subgroup,social_led,63.1579
CO-05,G2,36,volume,mean3,level,percentile,subgroup,finance_led,31.5789
CO-05,G2,37,volume,mean3,level,percentile,sector,equal,63.1579
CO-05,G2,37,volume,mean3,level,percentile,sector,env_led,57.8947
CO-05,G2,37,volume,mean3,level,percentile,sector,social_led,63.1579
CO-05,G2,37,volume,mean3,level,percentile,sector,finance_led,52.6316
CO-05,G2,38,volume,mean3,level,winsor_minmax,subgroup,equal,57.8947
CO-05,G2,38,volume,mean3,level,winsor_minmax,subgroup,env_led,57.8947
CO-05,G2,38,volume,mean3,level,winsor_minmax,subgroup,social_led,57.8947
CO-05,G2,38,volume,mean3,level,winsor_minmax,subgroup,finance_led,68.4211
CO-05,G2,39,volume,mean3,level,winsor_minmax,sector,equal,57.8947
CO-05,G2,39,volume,mean3,level,winsor_minmax,sector,env_led,63.1579
CO-05,G2,39,volume,mean3,level,winsor_minmax,sector,social_led,63.1579
CO-05,G2,39,volume,mean3,level,winsor_minmax,sector,finance_led,52.6316
CO-05,G2,40,volume,mean3,level,log_minmax,subgroup,equal,63.1579
CO-05,G2,40,volume,mean3,level,log_minmax,subgroup,env_led,63.1579
CO-05,G2,40,volume,mean3,level,log_minmax,subgroup,social_led,63.1579
CO-05,G2,40,volume,mean3,level,log_minmax,subgroup,finance_led,57.8947
CO-05,G2,41,volume,mean3,level,log_minmax,sector,equal,63.1579
CO-05,G2,41,volume,mean3,level,log_minmax,sector,env_led,63.1579
CO-05,G2,41,volume,mean3,level,log_minmax,sector,social_led,63.1579
CO-05,G2,41,volume,mean3,level,log_minmax,sector,finance_led,63.1579
CO-05,G2,42,volume,mean3,change,percentile,subgroup,equal,68.4211
CO-05,G2,42,volume,mean3,change,percentile,subgroup,env_led,68.4211
CO-05,G2,42,volume,mean3,change,percentile,subgroup,social_led,63.1579
CO-05,G2,42,volume,mean3,change,percentile,subgroup,finance_led,68.4211
CO-05,G2,43,volume,mean3,change,percentile,sector,equal,63.1579
CO-05,G2,43,volume,mean3,change,percentile,sector,env_led,68.4211
CO-05,G2,43,volume,mean3,change,percentile,sector,social_led,57.8947
CO-05,G2,43,volume,mean3,change,percentile,sector,finance_led,57.8947
CO-05,G2,44,volume,mean3,change,winsor_minmax,subgroup,equal,68.4211
CO-05,G2,44,volume,mean3,change,winsor_minmax,subgroup,env_led,68.4211
CO-05,G2,44,volume,mean3,change,winsor_minmax,subgroup,social_led,68.4211
CO-05,G2,44,volume,mean3,change,winsor_minmax,subgroup,finance_led,73.6842
CO-05,G2,45,volume,mean3,change,winsor_minmax,sector,equal,73.6842
CO-05,G2,45,volume,mean3,change,winsor_minmax,sector,env_led,73.6842
CO-05,G2,45,volume,mean3,change,winsor_minmax,sector,social_led,63.1579
CO-05,G2,45,volume,mean3,change,winsor_minmax,sector,finance_led,73.6842
CO-05,G2,46,volume,mean3,change,log_minmax,subgroup,equal,57.8947
CO-05,G2,46,volume,mean3,change,log_minmax,subgroup,env_led,63.1579
CO-05,G2,46,volume,mean3,change,log_minmax,subgroup,social_led,52.6316
CO-05,G2,46,volume,mean3,change,log_minmax,subgroup,finance_led,36.8421
CO-05,G2,47,volume,mean3,change,log_minmax,sector,equal,47.3684
CO-05,G2,47,volume,mean3,change,log_minmax,sector,env_led,63.1579
CO-05,G2,47,volume,mean3,change,log_minmax,sector,social_led,31.5789
CO-05,G2,47,volume,mean3,change,log_minmax,sector,finance_led,15.7895
CO-05,G2,48,headcount,latest,level,percentile,subgroup,equal,63.1579
CO-05,G2,48,headcount,latest,level,percentile,subgroup,env_led,42.1053
CO-05,G2,48,headcount,latest,level,percentile,subgroup,social_led,68.4211
CO-05,G2,48,headcount,latest,level,percentile,subgroup,finance_led,57.8947
CO-05,G2,49,headcount,latest,level,percentile,sector,equal,68.4211
CO-05,G2,49,headcount,latest,level,percentile,sector,env_led,57.8947
CO-05,G2,49,headcount,latest,level,percentile,sector,social_led,84.2105
CO-05,G2,49,headcount,latest,level,percentile,sector,finance_led,78.9474
CO-05,G2,50,headcount,latest,level,winsor_minmax,subgroup,equal,78.9474
CO-05,G2,50,headcount,latest,level,winsor_minmax,subgroup,env_led,57.8947
CO-05,G2,50,headcount,latest,level,winsor_minmax,subgroup,social_led,89.4737
CO-05,G2,50,headcount,latest,level,winsor_minmax,subgroup,finance_led,78.9474
CO-05,G2,51,headcount,latest,level,winsor_minmax,sector,equal,89.4737
CO-05,G2,51,headcount,latest,level,winsor_minmax,sector,env_led,73.6842
CO-05,G2,51,headcount,latest,level,winsor_minmax,sector,social_led,94.7368
CO-05,G2,51,headcount,latest,level,winsor_minmax,sector,finance_led,84.2105
CO-05,G2,52,headcount,latest,level,log_minmax,subgroup,equal,68.4211
CO-05,G2,52,headcount,latest,level,log_minmax,subgroup,env_led,57.8947
CO-05,G2,52,headcount,latest,level,log_minmax,subgroup,social_led,68.4211
CO-05,G2,52,headcount,latest,level,log_minmax,subgroup,finance_led,57.8947
CO-05,G2,53,headcount,latest,level,log_minmax,sector,equal,73.6842
CO-05,G2,53,headcount,latest,level,log_minmax,sector,env_led,68.4211
CO-05,G2,53,headcount,latest,level,log_minmax,sector,social_led,73.6842
CO-05,G2,53,headcount,latest,level,log_minmax,sector,finance_led,68.4211
CO-05,G2,54,headcount,latest,change,percentile,subgroup,equal,73.6842
CO-05,G2,54,headcount,latest,change,percentile,subgroup,env_led,73.6842
CO-05,G2,54,headcount,latest,change,percentile,subgroup,social_led,68.4211
CO-05,G2,54,headcount,latest,change,percentile,subgroup,finance_led,68.4211
CO-05,G2,55,headcount,latest,change,percentile,sector,equal,68.4211
CO-05,G2,55,headcount,latest,change,percentile,sector,env_led,68.4211
CO-05,G2,55,headcount,latest,change,percentile,sector,social_led,68.4211
CO-05,G2,55,headcount,latest,change,percentile,sector,finance_led,52.6316
CO-05,G2,56,headcount,latest,change,winsor_minmax,subgroup,equal,47.3684
CO-05,G2,56,headcount,latest,change,winsor_minmax,subgroup,env_led,36.8421
CO-05,G2,56,headcount,latest,change,winsor_minmax,subgroup,social_led,52.6316
CO-05,G2,56,headcount,latest,change,winsor_minmax,subgroup,finance_led,42.1053
CO-05,G2,57,headcount,latest,change,winsor_minmax,sector,equal,57.8947
CO-05,G2,57,headcount,latest,change,winsor_minmax,sector,env_led,57.8947
CO-05,G2,57,headcount,latest,change,winsor_minmax,sector,social_led,63.1579
CO-05,G2,57,headcount,latest,change,winsor_minmax,sector,finance_led,36.8421
CO-05,G2,58,headcount,latest,change,log_minmax,subgroup,equal,5.2632
CO-05,G2,58,headcount,latest,change,log_minmax,subgroup,env_led,5.2632
CO-05,G2,58,headcount,latest,change,log_minmax,subgroup,social_led,10.5263
CO-05,G2,58,headcount,latest,change,log_minmax,subgroup,finance_led,10.5263
CO-05,G2,59,headcount,latest,change,log_minmax,sector,equal,10.5263
CO-05,G2,59,headcount,latest,change,log_minmax,sector,env_led,21.0526
CO-05,G2,59,headcount,latest,change,log_minmax,sector,social_led,47.3684
CO-05,G2,59,headcount,latest,change,log_minmax,sector,finance_led,21.0526
CO-05,G2,60,headcount,mean3,level,percentile,subgroup,equal,47.3684
CO-05,G2,60,headcount,mean3,level,percentile,subgroup,env_led,47.3684
CO-05,G2,60,headcount,mean3,level,percentile,subgroup,social_led,47.3684
CO-05,G2,60,headcount,mean3,level,percentile,subgroup,finance_led,36.8421
CO-05,G2,61,headcount,mean3,level,percentile,sector,equal,57.8947
CO-05,G2,61,headcount,mean3,level,percentile,sector,env_led,57.8947
CO-05,G2,61,headcount,mean3,level,percentile,sector,social_led,57.8947
CO-05,G2,61,headcount,mean3,level,percentile,sector,finance_led,57.8947
CO-05,G2,62,headcount,mean3,level,winsor_minmax,subgroup,equal,57.8947
CO-05,G2,62,headcount,mean3,level,winsor_minmax,subgroup,env_led,57.8947
CO-05,G2,62,headcount,mean3,level,winsor_minmax,subgroup,social_led,57.8947
CO-05,G2,62,headcount,mean3,level,winsor_minmax,subgroup,finance_led,68.4211
CO-05,G2,63,headcount,mean3,level,winsor_minmax,sector,equal,57.8947
CO-05,G2,63,headcount,mean3,level,winsor_minmax,sector,env_led,57.8947
CO-05,G2,63,headcount,mean3,level,winsor_minmax,sector,social_led,52.6316
CO-05,G2,63,headcount,mean3,level,winsor_minmax,sector,finance_led,57.8947
CO-05,G2,64,headcount,mean3,level,log_minmax,subgroup,equal,57.8947
CO-05,G2,64,headcount,mean3,level,log_minmax,subgroup,env_led,57.8947
CO-05,G2,64,headcount,mean3,level,log_minmax,subgroup,social_led,63.1579
CO-05,G2,64,headcount,mean3,level,log_minmax,subgroup,finance_led,63.1579
CO-05,G2,65,headcount,mean3,level,log_minmax,sector,equal,63.1579
CO-05,G2,65,headcount,mean3,level,log_minmax,sector,env_led,57.8947
CO-05,G2,65,headcount,mean3,level,log_minmax,sector,social_led,63.1579
CO-05,G2,65,headcount,mean3,level,log_minmax,sector,finance_led,57.8947
CO-05,G2,66,headcount,mean3,change,percentile,subgroup,equal,68.4211
CO-05,G2,66,headcount,mean3,change,percentile,subgroup,env_led,68.4211
CO-05,G2,66,headcount,mean3,change,percentile,subgroup,social_led,63.1579
CO-05,G2,66,headcount,mean3,change,percentile,subgroup,finance_led,68.4211
CO-05,G2,67,headcount,mean3,change,percentile,sector,equal,73.6842
CO-05,G2,67,headcount,mean3,change,percentile,sector,env_led,73.6842
CO-05,G2,67,headcount,mean3,change,percentile,sector,social_led,57.8947
CO-05,G2,67,headcount,mean3,change,percentile,sector,finance_led,73.6842
CO-05,G2,68,headcount,mean3,change,winsor_minmax,subgroup,equal,68.4211
CO-05,G2,68,headcount,mean3,change,winsor_minmax,subgroup,env_led,68.4211
CO-05,G2,68,headcount,mean3,change,winsor_minmax,subgroup,social_led,68.4211
CO-05,G2,68,headcount,mean3,change,winsor_minmax,subgroup,finance_led,73.6842
CO-05,G2,69,headcount,mean3,change,winsor_minmax,sector,equal,73.6842
CO-05,G2,69,headcount,mean3,change,winsor_minmax,sector,env_led,73.6842
CO-05,G2,69,headcount,mean3,change,winsor_minmax,sector,social_led,57.8947
CO-05,G2,69,headcount,mean3,change,winsor_minmax,sector,finance_led,73.6842
CO-05,G2,70,headcount,mean3,change,log_minmax,subgroup,equal,47.3684
CO-05,G2,70,headcount,mean3,change,log_minmax,subgroup,env_led,63.1579
CO-05,G2,70,headcount,mean3,change,log_minmax,subgroup,social_led,63.1579
CO-05,G2,70,headcount,mean3,change,log_minmax,subgroup,finance_led,42.1053
CO-05,G2,71,headcount,mean3,change,log_minmax,sector,equal,47.3684
CO-05,G2,71,headcount,mean3,change,log_minmax,sector,env_led,63.1579
CO-05,G2,71,headcount,mean3,change,log_minmax,sector,social_led,36.8421
CO-05,G2,71,headcount,mean3,change,log_minmax,sector,finance_led,26.3158
CO-06,G2,0,revenue,latest,level,percentile,subgroup,equal,73.6842
CO-06,G2,0,revenue,latest,level,percentile,subgroup,env_led,73.6842
CO-06,G2,0,revenue,latest,level,percentile,subgroup,social_led,78.9474
CO-06,G2,0,revenue,latest,level,percentile,subgroup,finance_led,63.1579
CO-06,G2,1,revenue,latest,level,percentile,sector,equal,73.6842
CO-06,G2,1,revenue,latest,level,percentile,sector,env_led,78.9474
CO-06,G2,1,revenue,latest,level,percentile,sector,social_led,78.9474
CO-06,G2,1,revenue,latest,level,percentile,sector,finance_led,57.8947
CO-06,G2,2,revenue,latest,level,winsor_minmax,subgroup,equal,68.4211
CO-06,G2,2,revenue,latest,level,winsor_minmax,subgroup,env_led,73.6842
CO-06,G2,2,revenue,latest,level,winsor_minmax,subgroup,social_led,68.4211
CO-06,G2,2,revenue,latest,level,winsor_minmax,subgroup,finance_led,63.1579
CO-06,G2,3,revenue,latest,level,winsor_minmax,sector,equal,63.1579
CO-06,G2,3,revenue,latest,level,winsor_minmax,sector,env_led,68.4211
CO-06,G2,3,revenue,latest,level,winsor_minmax,sector,social_led,68.4211
CO-06,G2,3,revenue,latest,level,winsor_minmax,sector,finance_led,52.6316
CO-06,G2,4,revenue,latest,level,log_minmax,subgroup,equal,78.9474
CO-06,G2,4,revenue,latest,level,log_minmax,subgroup,env_led,84.2105
CO-06,G2,4,revenue,latest,level,log_minmax,subgroup,social_led,78.9474
CO-06,G2,4,revenue,latest,level,log_minmax,subgroup,finance_led,78.9474
CO-06,G2,5,revenue,latest,level,log_minmax,sector,equal,84.2105
CO-06,G2,5,revenue,latest,level,log_minmax,sector,env_led,84.2105
CO-06,G2,5,revenue,latest,level,log_minmax,sector,social_led,84.2105
CO-06,G2,5,revenue,latest,level,log_minmax,sector,finance_led,73.6842
CO-06,G2,6,revenue,latest,change,percentile,subgroup,equal,78.9474
CO-06,G2,6,revenue,latest,change,percentile,subgroup,env_led,94.7368
CO-06,G2,6,revenue,latest,change,percentile,subgroup,social_led,78.9474
CO-06,G2,6,revenue,latest,change,percentile,subgroup,finance_led,73.6842
CO-06,G2,7,revenue,latest,change,percentile,sector,equal,89.4737
CO-06,G2,7,revenue,latest,change,percentile,sector,env_led,94.7368
CO-06,G2,7,revenue,latest,change,percentile,sector,social_led,89.4737
CO-06,G2,7,revenue,latest,change,percentile,sector,finance_led,73.6842
CO-06,G2,8,revenue,latest,change,winsor_minmax,subgroup,equal,78.9474
CO-06,G2,8,revenue,latest,change,winsor_minmax,subgroup,env_led,94.7368
CO-06,G2,8,revenue,latest,change,winsor_minmax,subgroup,social_led,78.9474
CO-06,G2,8,revenue,latest,change,winsor_minmax,subgroup,finance_led,73.6842
CO-06,G2,9,revenue,latest,change,winsor_minmax,sector,equal,89.4737
CO-06,G2,9,revenue,latest,change,winsor_minmax,sector,env_led,89.4737
CO-06,G2,9,revenue,latest,change,winsor_minmax,sector,social_led,89.4737
CO-06,G2,9,revenue,latest,change,winsor_minmax,sector,finance_led,73.6842
CO-06,G2,10,revenue,latest,change,log_minmax,subgroup,equal,89.4737
CO-06,G2,10,revenue,latest,change,log_minmax,subgroup,env_led,94.7368
CO-06,G2,10,revenue,latest,change,log_minmax,subgroup,social_led,89.4737
CO-06,G2,10,revenue,latest,change,log_minmax,subgroup,finance_led,78.9474
CO-06,G2,11,revenue,latest,change,log_minmax,sector,equal,94.7368
CO-06,G2,11,revenue,latest,change,log_minmax,sector,env_led,94.7368
CO-06,G2,11,revenue,latest,change,log_minmax,sector,social_led,94.7368
CO-06,G2,11,revenue,latest,change,log_minmax,sector,finance_led,94.7368
CO-06,G2,12,revenue,mean3,level,percentile,subgroup,equal,68.4211
CO-06,G2,12,revenue,mean3,level,percentile,subgroup,env_led,68.4211
CO-06,G2,12,revenue,mean3,level,percentile,subgroup,social_led,78.9474
CO-06,G2,12,revenue,mean3,level,percentile,subgroup,finance_led,68.4211
CO-06,G2,13,revenue,mean3,level,percentile,sector,equal,78.9474
CO-06,G2,13,revenue,mean3,level,percentile,sector,env_led,78.9474
CO-06,G2,13,revenue,mean3,level,percentile,sector,social_led,84.2105
CO-06,G2,13,revenue,mean3,level,percentile,sector,finance_led,78.9474
CO-06,G2,14,revenue,mean3,level,winsor_minmax,subgroup,equal,78.9474
CO-06,G2,14,revenue,mean3,level,winsor_minmax,subgroup,env_led,73.6842
CO-06,G2,14,revenue,mean3,level,winsor_minmax,subgroup,social_led,78.9474
CO-06,G2,14,revenue,mean3,level,winsor_minmax,subgroup,finance_led,73.6842
CO-06,G2,15,revenue,mean3,level,winsor_minmax,sector,equal,78.9474
CO-06,G2,15,revenue,mean3,level,winsor_minmax,sector,env_led,73.6842
CO-06,G2,15,revenue,mean3,level,winsor_minmax,sector,social_led,84.2105
CO-06,G2,15,revenue,mean3,level,winsor_minmax,sector,finance_led,57.8947
CO-06,G2,16,revenue,mean3,level,log_minmax,subgroup,equal,84.2105
CO-06,G2,16,revenue,mean3,level,log_minmax,subgroup,env_led,84.2105
CO-06,G2,16,revenue,mean3,level,log_minmax,subgroup,social_led,89.4737
CO-06,G2,16,revenue,mean3,level,log_minmax,subgroup,finance_led,89.4737
CO-06,G2,17,revenue,mean3,level,log_minmax,sector,equal,84.2105
CO-06,G2,17,revenue,mean3,level,log_minmax,sector,env_led,84.2105
CO-06,G2,17,revenue,mean3,level,log_minmax,sector,social_led,84.2105
CO-06,G2,17,revenue,mean3,level,log_minmax,sector,finance_led,84.2105
CO-06,G2,18,revenue,mean3,change,percentile,subgroup,equal,94.7368
CO-06,G2,18,revenue,mean3,change,percentile,subgroup,env_led,94.7368
CO-06,G2,18,revenue,mean3,change,percentile,subgroup,social_led,89.4737
CO-06,G2,18,revenue,mean3,change,percentile,subgroup,finance_led,89.4737
CO-06,G2,19,revenue,mean3,change,percentile,sector,equal,78.9474
CO-06,G2,19,revenue,mean3,change,percentile,sector,env_led,84.2105
CO-06,G2,19,revenue,mean3,change,percentile,sector,social_led,84.2105
CO-06,G2,19,revenue,mean3,change,percentile,sector,finance_led,78.9474
CO-06,G2,20,revenue,mean3,change,winsor_minmax,subgroup,equal,94.7368
CO-06,G2,20,revenue,mean3,change,winsor_minmax,subgroup,env_led,94.7368
CO-06,G2,20,revenue,mean3,change,winsor_minmax,subgroup,social_led,100.0
CO-06,G2,20,revenue,mean3,change,winsor_minmax,subgroup,finance_led,94.7368
CO-06,G2,21,revenue,mean3,change,winsor_minmax,sector,equal,84.2105
CO-06,G2,21,revenue,mean3,change,winsor_minmax,sector,env_led,84.2105
CO-06,G2,21,revenue,mean3,change,winsor_minmax,sector,social_led,84.2105
CO-06,G2,21,revenue,mean3,change,winsor_minmax,sector,finance_led,78.9474
CO-06,G2,22,revenue,mean3,change,log_minmax,subgroup,equal,94.7368
CO-06,G2,22,revenue,mean3,change,log_minmax,subgroup,env_led,94.7368
CO-06,G2,22,revenue,mean3,change,log_minmax,subgroup,social_led,94.7368
CO-06,G2,22,revenue,mean3,change,log_minmax,subgroup,finance_led,94.7368
CO-06,G2,23,revenue,mean3,change,log_minmax,sector,equal,78.9474
CO-06,G2,23,revenue,mean3,change,log_minmax,sector,env_led,84.2105
CO-06,G2,23,revenue,mean3,change,log_minmax,sector,social_led,84.2105
CO-06,G2,23,revenue,mean3,change,log_minmax,sector,finance_led,78.9474
CO-06,G2,24,volume,latest,level,percentile,subgroup,equal,84.2105
CO-06,G2,24,volume,latest,level,percentile,subgroup,env_led,89.4737
CO-06,G2,24,volume,latest,level,percentile,subgroup,social_led,78.9474
CO-06,G2,24,volume,latest,level,percentile,subgroup,finance_led,78.9474
CO-06,G2,25,volume,latest,level,percentile,sector,equal,78.9474
CO-06,G2,25,volume,latest,level,percentile,sector,env_led,84.2105
CO-06,G2,25,volume,latest,level,percentile,sector,social_led,73.6842
